Week,R01.%ILI,R02.%ILI,R03.%ILI,R04.%ILI,R05.%ILI,R06.%ILI,R07.%ILI,R08.%ILI,R09.%ILI,R10.%ILI,USA.%ILI,R01.Tmax,R01.Tmin,R01.prcp,R02.Tmax,R02.Tmin,R02.prcp,R03.Tmax,R03.Tmin,R03.prcp,R04.Tmax,R04.Tmin,R04.prcp,R05.Tmax,R05.Tmin,R05.prcp,R06.Tmax,R06.Tmin,R06.prcp,R07.Tmax,R07.Tmin,R07.prcp,R08.Tmax,R08.Tmin,R08.prcp,R09.Tmax,R09.Tmin,R09.prcp,R10.Tmax,R10.Tmin,R10.prcp,USA.Tmax,USA.Tmin,USA.prcp,R01.tweets,R02.tweets,R03.tweets,R04.tweets,R05.tweets,R06.tweets,R07.tweets,R08.tweets,R09.tweets,R10.tweets,USA.tweets
2000.21,,,,,,,,,,,,16.62,8.06,4.2,17.48,9.07,4.62,20.92,11.05,5.3,27.67,16.54,4.82,21.15,9.68,2.9,31.42,17.72,1.86,26.71,12.24,5.17,22.51,6.88,1.31,30.27,13.65,0.2,19.95,7.15,1.33,25.02,12.03,2.93,,,,,,,,,,,
2000.22,,,,,,,,,,,,21.14,8.14,1.06,22.2,9.77,0.92,22.46,10.77,3.17,27.92,15.25,1.43,21.23,10.88,4.61,31.54,18.27,2.45,27.83,13.8,1.35,23.59,6.85,0.96,29.75,12.21,0.04,18.24,4.86,1.65,25.63,11.96,1.88,,,,,,,,,,,
2000.23,,,,,,,,,,,,19.94,7.93,6.71,21.07,10.14,5.7,22.79,11.52,3.2,26.74,14.39,2.41,22.95,10.94,2.31,28.66,16.35,5.36,27.68,13.19,0.68,26.97,8.91,0.51,27.56,11.71,0.62,19.5,7.4,2.24,25.57,11.97,2.52,,,,,,,,,,,
2000.24,,,,,,,,,,,,20.31,10.72,3.07,24.15,14.68,5.89,27.45,17.09,5.1,30.14,18.59,3.07,24.14,14.66,7.49,30.26,18.59,4.16,27.46,14.95,5.8,22.43,7.13,2.0,31.95,14.7,0.14,19.98,7.04,3.87,26.57,14.19,3.97,,,,,,,,,,,
2000.25,,,,,,,,,,,,24.91,12.19,1.98,24.85,13.58,3.4,26.23,15.27,5.25,29.31,18.83,4.95,24.08,14.0,5.79,30.21,19.17,4.19,27.68,14.29,6.25,24.88,8.11,1.39,30.52,14.75,0.7,23.18,7.7,0.2,27.06,14.28,3.66,,,,,,,,,,,
2000.26,,,,,,,,,,,,26.04,14.21,3.13,26.09,15.0,2.53,26.52,15.98,5.01,28.48,18.12,5.49,24.05,13.08,3.09,30.65,19.53,3.51,26.52,14.36,4.23,24.62,8.95,1.7,31.78,16.21,0.65,27.04,9.84,0.09,27.31,14.69,3.1,,,,,,,,,,,
2000.27,,,,,,,,,,,,25.38,12.46,1.44,25.29,13.05,1.35,26.34,14.35,2.17,30.22,18.59,1.8,25.46,15.39,5.01,32.59,20.03,0.87,31.68,19.61,3.81,28.85,11.96,1.21,27.93,12.73,0.29,20.63,7.49,1.01,28.46,15.5,2.0,,,,,,,,,,,
2000.28,,,,,,,,,,,,25.91,12.73,2.73,25.74,13.44,4.24,26.48,15.19,4.5,30.94,19.85,3.43,26.49,15.87,4.21,34.25,20.6,0.69,32.97,19.79,1.9,29.9,13.01,1.58,30.83,14.74,0.09,25.05,9.06,0.16,29.89,16.39,2.18,,,,,,,,,,,
2000.29,,,,,,,,,,,,23.63,12.34,7.0,23.78,13.48,4.6,24.86,14.36,3.86,30.79,18.68,2.23,23.18,12.48,1.14,35.21,20.33,1.08,27.93,16.77,5.15,27.11,10.86,2.46,32.69,15.53,0.09,27.49,11.01,0.28,28.69,15.2,2.28,,,,,,,,,,,
2000.3,,,,,,,,,,,,23.46,13.33,4.21,24.26,14.5,4.44,23.92,14.72,4.4,28.09,17.57,5.6,25.08,13.82,2.15,33.49,18.96,1.21,28.64,16.35,3.02,30.66,12.56,0.41,33.99,16.62,0.18,27.22,10.78,0.31,28.93,15.38,2.35,,,,,,,,,,,
2000.31,,,,,,,,,,,,23.77,15.16,4.56,25.73,16.9,5.86,26.62,17.48,6.3,28.68,19.13,7.19,25.17,15.12,4.13,33.41,19.22,1.26,30.06,17.29,0.85,30.77,13.39,1.0,34.87,18.26,0.39,29.97,12.75,0.1,29.68,16.66,2.9,,,,,,,,,,,
2000.32,,,,,,,,,,,,26.33,14.94,4.04,26.15,16.15,5.62,27.45,17.22,4.14,30.84,19.69,3.1,26.15,15.56,4.12,34.58,20.52,0.88,33.21,19.18,1.38,30.77,12.57,0.49,32.2,16.02,0.71,27.59,10.86,0.07,30.44,16.71,2.04,,,,,,,,,,,
2000.33,,,,,,,,,,,,22.02,12.71,4.03,22.55,13.16,4.36,24.41,13.96,2.62,30.54,17.43,1.29,24.58,13.67,3.29,34.74,19.62,0.79,31.74,18.07,1.39,28.04,11.68,1.91,32.78,15.73,0.56,24.14,7.72,0.51,28.96,15.08,1.74,,,,,,,,,,,
2000.34,,,,,,,,,,,,23.38,10.43,1.54,23.14,10.87,1.82,24.59,12.54,1.33,28.95,17.51,2.28,24.37,13.17,2.33,34.48,19.74,0.65,31.68,18.13,2.26,27.85,10.8,1.18,30.99,14.76,0.62,25.85,9.15,0.18,28.65,14.69,1.46,,,,,,,,,,,
2000.35,,,,,,,,,,,,26.33,13.67,0.84,26.44,16.66,1.37,25.94,17.35,4.89,29.32,18.96,5.27,26.49,15.96,1.64,35.86,20.18,0.42,33.78,18.63,0.36,24.99,9.87,2.18,25.85,13.55,1.9,21.15,7.17,1.41,28.5,15.61,2.12,,,,,,,,,,,
2000.36,,,,,,,,,,,,21.73,8.39,1.4,22.8,10.25,1.9,23.98,12.28,2.35,26.38,17.95,5.53,23.66,12.17,1.5,35.12,19.2,0.6,31.44,15.72,0.51,25.14,8.41,0.72,28.4,11.65,0.15,18.15,5.58,2.12,26.92,13.27,1.75,,,,,,,,,,,
2000.37,,,,,,,,,,,,22.9,10.6,4.77,23.3,12.77,5.97,24.49,13.81,3.59,27.77,16.66,1.74,22.4,10.85,6.07,32.91,18.07,2.07,30.11,12.27,0.9,26.78,7.53,0.16,32.07,14.39,0.1,24.26,9.71,1.05,27.58,12.98,2.18,,,,,,,,,,,
2000.38,,,,,,,,,,,,21.3,9.38,2.61,21.4,9.91,3.29,21.73,9.16,3.32,25.69,14.52,7.29,21.28,8.53,3.55,31.19,15.28,0.82,25.58,9.8,2.9,18.97,4.6,3.1,29.73,14.33,0.22,20.32,6.73,0.57,24.33,10.54,3.01,,,,,,,,,,,
2000.39,,,,,,,,,,,,15.72,2.62,1.53,16.39,4.41,2.74,17.97,6.97,6.08,23.97,12.45,4.02,17.85,5.16,2.22,26.36,9.66,2.32,21.47,5.85,1.95,19.02,1.69,0.88,28.27,11.4,0.1,21.64,5.37,2.13,21.79,7.08,2.3,,,,,,,,,,,
2000.4,0.58,2.72,0.41,1.43,1.27,0.95,1.65,0.04,2.66,0.29,1.23,18.15,5.66,3.32,18.89,7.43,3.32,22.03,9.33,1.48,25.54,12.93,1.99,17.59,6.82,4.06,28.43,13.41,1.62,19.88,6.63,1.78,15.29,1.16,0.76,27.88,11.9,0.16,17.93,2.99,1.24,21.67,8.19,1.84,,,,,,,,,,,
2000.41,0.65,2.36,1.02,1.16,1.08,0.23,1.83,0.47,1.91,2.58,1.06,14.4,1.22,1.12,14.57,2.14,0.46,15.99,1.92,0.28,19.55,3.91,0.09,16.03,2.1,0.61,18.32,6.86,2.52,17.87,1.91,0.5,15.15,-0.39,1.16,19.93,7.52,2.62,14.27,4.6,3.02,17.1,3.33,1.24,,,,,,,,,,,
2000.42,0.46,3.15,1.6,1.56,1.13,0.38,1.19,0.54,1.9,1.12,1.16,15.11,3.98,3.69,17.17,6.35,2.82,20.2,7.11,1.8,24.36,9.18,0.19,18.55,5.97,0.92,23.91,12.08,3.55,22.65,6.93,1.75,17.67,0.3,0.29,23.17,7.98,0.79,14.59,3.47,4.84,20.65,6.65,1.7,,,,,,,,,,,
2000.43,0.31,3.18,2.0,1.74,1.1,0.43,1.52,0.41,1.52,2.98,1.23,17.24,1.62,0.08,18.37,4.4,0.19,20.01,6.29,0.28,24.48,11.22,0.28,19.2,9.34,1.33,23.48,14.08,6.23,19.82,11.01,4.46,12.83,1.19,1.81,17.16,6.38,4.96,12.54,1.94,2.33,19.06,7.86,2.59,,,,,,,,,,,
2000.44,0.38,1.4,1.3,1.77,0.98,0.28,0.62,0.61,2.67,2.77,1.24,9.76,0.75,2.1,12.07,-0.08,0.1,16.39,0.88,0.03,23.79,8.75,0.3,16.04,4.28,1.07,21.96,12.4,7.09,18.1,6.77,3.63,8.79,-2.01,2.72,15.52,4.04,2.83,9.87,0.99,2.0,16.44,4.81,2.6,,,,,,,,,,,
2000.45,0.56,1.61,1.1,2.01,1.33,0.31,1.23,0.68,2.9,2.11,1.43,10.57,3.54,5.38,12.75,2.68,3.56,14.99,3.88,2.88,19.92,9.53,7.11,10.19,2.07,5.65,14.05,4.22,6.81,6.22,-2.54,3.76,0.18,-10.22,1.68,12.86,1.52,1.24,5.24,-2.54,3.21,10.57,0.93,4.43,,,,,,,,,,,
2000.46,0.59,1.45,2.05,2.14,0.99,0.41,1.27,1.08,2.55,1.72,1.49,8.33,1.26,3.32,7.67,0.79,1.8,8.94,-0.45,0.8,13.93,2.22,2.6,3.73,-2.57,1.75,11.7,0.39,3.7,2.47,-8.63,0.9,-2.38,-14.88,0.72,11.21,-2.11,0.55,3.41,-5.95,0.42,6.71,-3.79,1.74,,,,,,,,,,,
2000.47,0.7,2.18,3.44,2.49,1.4,0.31,1.54,1.44,2.67,1.77,1.84,1.96,-7.7,0.28,1.85,-6.95,1.03,3.2,-5.84,0.82,10.82,0.34,5.27,1.17,-7.55,0.96,13.15,1.07,5.23,5.61,-7.16,0.47,4.15,-9.89,0.14,15.26,1.03,0.27,5.47,-3.81,1.91,7.23,-4.15,2.12,,,,,,,,,,,
2000.48,0.73,1.8,1.89,2.13,1.29,0.63,0.63,1.2,2.56,1.9,1.6,4.66,-2.73,4.06,5.2,-1.43,4.02,7.72,-0.87,2.86,13.94,1.76,1.23,3.03,-2.6,1.51,15.89,2.19,0.34,6.42,-4.45,0.21,3.7,-8.58,0.56,16.14,2.69,0.92,5.7,-1.68,4.39,8.98,-1.65,1.4,,,,,,,,,,,
2000.49,1.34,2.35,1.64,2.08,1.24,0.74,1.3,1.01,3.14,1.49,1.73,-0.34,-11.98,0.17,-0.15,-9.85,0.58,3.16,-7.0,0.29,10.24,-1.1,0.56,-1.58,-10.42,0.49,11.48,-0.27,0.46,5.16,-6.21,0.09,4.59,-8.77,0.38,16.54,3.39,0.1,5.51,-2.33,0.46,6.5,-4.7,0.38,,,,,,,,,,,
2000.5,0.7,1.58,1.76,2.75,1.65,1.23,1.44,1.12,3.52,3.41,2.05,1.39,-10.39,3.77,2.75,-7.84,3.53,4.79,-4.69,4.02,12.68,3.09,5.01,-3.06,-12.24,4.53,10.78,-1.13,2.4,-3.59,-14.3,2.04,-4.2,-16.02,1.56,12.4,1.55,1.77,1.3,-5.71,5.67,3.83,-6.58,3.28,,,,,,,,,,,
2000.51,0.87,0.97,1.97,3.34,1.9,3.06,1.03,1.5,3.66,3.8,2.41,1.91,-8.37,9.92,1.83,-8.11,5.9,1.61,-8.85,5.42,6.54,-5.68,2.71,-7.19,-16.8,2.08,10.59,-4.1,0.25,-3.88,-16.07,0.59,-0.43,-14.11,0.65,15.3,0.51,0.28,3.6,-3.34,4.86,3.08,-9.01,2.15,,,,,,,,,,,
2000.52,1.89,1.8,2.56,3.44,2.81,3.49,1.57,2.71,6.33,6.78,3.38,-4.35,-13.6,0.83,-4.58,-12.73,1.3,-2.1,-11.08,0.23,6.44,-2.96,1.9,-7.33,-16.14,1.03,6.78,-2.63,4.57,-3.63,-13.34,0.5,0.14,-12.01,0.54,15.08,0.06,0.08,5.05,-2.27,1.38,1.98,-8.07,1.5,,,,,,,,,,,
2001.01,2.37,2.18,2.66,3.49,2.39,4.76,1.11,2.73,4.9,3.91,3.23,-1.88,-11.95,2.49,-2.34,-10.46,2.31,-0.53,-8.31,0.67,5.59,-6.35,0.18,-2.47,-11.34,0.39,8.98,-4.0,0.45,1.63,-10.71,0.16,4.68,-9.07,0.22,17.22,1.24,0.05,7.13,-1.61,1.85,4.71,-7.0,0.55,,,,,,,,,,,
2001.02,2.37,1.71,2.52,3.27,2.48,3.33,2.0,3.22,5.01,5.59,3.12,-0.74,-12.67,0.72,1.39,-8.49,0.7,4.8,-5.81,0.53,10.24,-1.64,2.02,0.72,-8.23,0.18,11.62,0.04,2.57,7.15,-5.01,0.4,4.63,-9.18,0.5,11.04,1.09,6.57,4.55,-2.39,2.41,6.64,-4.49,1.69,,,,,,,,,,,
2001.03,2.83,3.09,3.88,4.32,3.19,3.1,3.32,4.02,4.99,4.74,3.8,0.44,-9.7,2.03,2.4,-4.66,2.75,4.97,-2.15,4.33,13.07,3.92,6.26,-0.21,-6.14,0.75,8.3,-1.39,3.62,0.79,-8.72,0.86,-2.07,-14.2,0.82,9.68,-2.54,0.51,2.66,-5.03,1.73,4.52,-4.81,2.48,,,,,,,,,,,
2001.04,3.83,3.5,3.6,5.02,4.05,3.26,3.56,4.1,4.38,4.53,4.19,-0.02,-13.56,0.76,0.31,-9.6,1.04,2.51,-8.52,1.2,9.61,-3.32,0.31,-1.0,-10.5,0.54,11.92,-0.87,0.56,3.83,-9.5,0.37,1.88,-11.19,0.51,11.41,-0.08,3.61,4.57,-3.34,2.01,5.46,-6.39,0.91,,,,,,,,,,,
2001.05,4.35,4.18,4.77,4.44,4.15,1.86,3.11,4.03,3.87,4.22,3.99,1.22,-9.36,3.23,3.24,-5.3,2.61,6.47,-3.6,2.2,14.1,2.26,2.3,0.01,-8.68,2.91,12.12,0.03,2.92,1.75,-8.09,3.55,0.14,-11.43,1.14,11.97,-1.28,0.61,4.58,-3.8,3.34,6.26,-4.56,2.4,,,,,,,,,,,
2001.06,3.71,2.94,4.73,4.21,3.87,1.1,2.75,3.24,3.81,4.64,3.61,1.9,-8.51,5.56,4.01,-5.03,3.71,9.14,-2.63,1.82,16.29,1.71,1.62,2.9,-5.94,3.78,16.62,1.99,0.93,4.53,-6.63,3.07,0.07,-12.68,1.25,13.54,0.44,1.95,3.06,-5.25,2.58,8.21,-3.89,2.21,,,,,,,,,,,
2001.07,2.81,2.06,4.06,3.14,2.99,1.07,1.89,2.71,3.23,2.91,2.81,0.7,-12.7,1.22,2.34,-7.44,1.74,7.22,-1.36,3.44,15.74,6.34,6.64,-0.2,-8.56,1.23,13.78,3.12,5.0,-0.25,-9.17,1.02,-0.5,-13.75,0.76,10.59,-1.1,4.06,4.74,-5.12,1.6,6.31,-4.05,3.0,,,,,,,,,,,
2001.08,2.5,1.95,3.53,2.63,2.71,0.72,1.83,2.38,2.79,2.43,2.42,0.46,-12.47,0.65,1.51,-9.76,0.9,5.45,-6.02,1.16,15.11,2.96,2.04,-0.1,-10.13,1.24,16.69,3.63,1.31,3.33,-6.81,2.93,3.59,-8.2,0.82,12.43,1.99,4.81,7.08,-1.8,1.74,7.92,-3.41,1.8,,,,,,,,,,,
2001.09,1.57,0.93,2.03,1.36,2.52,0.67,1.44,1.54,2.5,2.76,1.73,-0.6,-11.72,2.22,2.77,-6.12,2.06,9.17,-2.15,0.83,18.17,7.24,4.47,3.55,-6.73,2.42,14.54,4.5,5.13,3.12,-7.15,2.18,2.15,-11.21,0.88,11.84,0.77,3.42,7.56,-5.1,1.76,8.5,-2.61,2.84,,,,,,,,,,,
2001.1,1.23,0.92,2.14,1.93,2.12,0.19,1.16,1.58,1.87,3.6,1.64,1.17,-8.13,6.85,1.96,-6.02,4.91,4.93,-3.52,2.97,13.39,1.38,3.39,2.53,-6.36,0.46,16.68,3.31,2.42,7.29,-4.18,0.13,8.41,-5.38,0.67,14.51,3.86,4.59,10.8,-0.57,1.35,9.64,-1.8,2.18,,,,,,,,,,,
2001.11,0.68,0.69,1.61,1.77,1.48,0.21,0.69,1.28,1.9,3.9,1.36,5.29,-5.08,2.86,6.05,-4.07,3.69,10.66,-0.55,3.46,18.22,6.47,6.52,6.2,-2.79,2.46,17.61,4.63,3.47,9.38,-1.81,3.35,4.72,-6.62,1.53,16.67,2.57,0.27,8.65,-1.0,2.25,11.32,-0.05,3.13,,,,,,,,,,,
2001.12,0.84,0.66,1.83,1.81,1.5,0.07,0.95,0.94,1.8,1.85,1.39,6.93,-2.54,8.62,6.99,-2.4,4.91,9.63,-0.78,4.43,15.04,3.89,5.74,8.17,-3.69,0.21,18.6,4.36,0.87,11.6,-1.08,0.54,10.35,-3.49,0.57,22.3,6.76,0.3,13.95,0.79,2.23,13.25,0.57,2.15,,,,,,,,,,,
2001.13,0.49,0.57,1.64,1.79,1.09,0.11,0.74,0.54,2.02,1.8,1.22,3.82,-5.95,6.82,3.82,-5.02,5.47,6.97,-3.14,4.63,14.76,3.52,4.46,4.28,-4.99,0.43,14.69,4.63,3.12,8.53,-2.69,0.71,7.54,-4.2,1.34,21.72,6.51,0.57,10.29,0.8,4.91,10.62,-0.27,2.65,,,,,,,,,,,
2001.14,0.49,0.43,1.43,1.64,0.96,0.11,0.83,0.65,1.68,2.02,1.12,7.4,-3.01,0.82,8.89,-0.73,0.79,13.65,1.85,1.76,20.11,9.03,2.9,13.09,1.66,3.1,24.43,12.8,0.27,16.62,5.49,2.41,11.91,-0.57,2.04,15.7,3.8,2.42,8.18,-1.94,3.28,15.75,4.34,2.09,,,,,,,,,,,
2001.15,0.55,0.37,1.27,1.37,0.54,0.36,0.67,0.23,1.79,1.08,0.94,11.0,0.84,3.48,15.25,4.13,2.88,21.42,8.89,3.26,26.92,14.78,1.79,17.88,6.69,4.52,24.77,12.34,1.13,19.9,6.18,4.2,8.73,-3.45,3.04,14.55,1.23,1.08,7.79,-2.15,3.1,18.02,5.92,2.71,,,,,,,,,,,
2001.16,0.46,0.46,1.36,1.24,0.59,0.23,0.56,0.58,1.75,1.51,0.94,12.1,-1.99,0.45,12.83,0.51,1.0,13.91,2.0,2.56,20.04,6.73,1.22,13.23,1.85,2.91,23.63,10.49,0.83,18.01,3.56,1.51,14.42,-1.07,1.01,20.1,5.37,2.14,13.72,1.38,1.95,17.27,3.81,1.55,,,,,,,,,,,
2001.17,0.2,0.4,1.12,1.02,0.4,0.04,0.65,0.54,1.27,2.24,0.74,19.52,2.69,0.25,20.61,4.75,0.41,21.95,6.38,0.54,23.69,9.37,1.58,19.1,5.56,2.41,24.31,9.54,1.84,22.61,6.53,2.0,16.96,0.95,2.13,23.9,7.51,0.29,17.47,4.08,1.69,21.22,6.14,1.61,,,,,,,,,,,
2001.18,0.38,0.35,1.26,1.07,0.39,0.0,0.51,0.55,1.16,1.87,0.74,24.47,5.6,0.18,24.77,7.05,0.06,25.23,7.72,0.24,25.43,11.25,0.66,23.33,9.92,1.31,26.28,13.27,2.92,23.19,11.89,6.91,15.22,1.92,3.74,24.14,7.3,0.03,13.59,1.29,3.82,22.4,8.38,2.38,,,,,,,,,,,
